CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
7718-54-9,Nickel dichloride,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available.  ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
2655-14-3,"3,5-Dimethylphenyl N-methylcarbamate; XMC",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 100.9-101.3degC (Agricultural Chemical Registration Data (1999))). ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
110-86-1,Pyridine,Corrosive to metals,Not classified,,,,Classified into Class 3 (UN#1282) (UN Recommendations on the Transport of Dangerous Goods)     ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
87-66-1,pyrogallol,Corrosive to metals,,,,,0.0,2008.03.26
75-44-5,Phosgene,Corrosive to metals,Classification not possible,,,,Test methods applicable to gas substances are not available  ,"Dec. 19, 2006 (Environmental Hazards: Mar. 31, 2006)"
112-02-7,Hexadecan-1-yl(trimethyl)ammonium chloride,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
6517-25-5,Tributyltin sulfamate,Corrosive to metals,Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-21-1,Ethylene glycol,Corrosive to metals,Classification not possible,,,,No data available,"Apr. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
23505-41-1,pirimiphos-ethyl,Corrosive to metals,Classification not possible,-,-,-,"Although HSDB (2003) has the description ""steel and the steel which has not carried out tinning are corroded,"" since data is insufficient, it cannot be classified.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
107-22-2,Glyoxal,Corrosive to metals,Classification not possible,,,,"Test methods applicable to gaseous substances are not available (boiling point: 50.4degC (Lide, 84th, 2003), test temperature: 55degC)
","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
108-39-4,m-Cresol,Corrosive to metals,Classification not possible,,,,"No data available. Corrosivity to metals remains uncertain, though classified as ""corrosive substances"" (as the classification based on UN Recommendations on the Transport of Dangerous Goods includes ""skin corrosivity"") (UN#2076 Cresol (liquid)).
","Apr. 20, 2006 (Environmental Hazards: May 24, 2006)"
12108-13-3,methyl cyclopentadienyl manganese tricarbonyl,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12071-83-9,"Polymer of N,N'-propylenebis(dithiocarbamic acid) and zinc",Corrosive to metals,Classification not possible,,,,Classification not possible due to lack of data ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
18854-01-8,"O,O-Diethyl O-5-phenyl-3-isoxazolyl phosphorothioate; Isoxathion  ",Corrosive to metals,Classification not possible,,,,Classification not possible due to lack of data. ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
119-61-9,Benzophenone,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
26447-14-3,2-[(Tolyloxy)methyl]oxirane,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
1395-21-7,"Subtilisins, as crystalline active enzyme",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-86-2,Acetophenone,Corrosive to metals,Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8014-95-7,Oleum,Corrosive to metals,Classification not possible,-,-,-,"Although UNRTDG is classified into 8 (6.1) and I according to the UNRTDG No. (1831), identification with skin corrosivity cannot be performed. Since the information which leads to corrosion behavior also was not found,  it cannot be classified. In addition,  ICSC (J) (2005) has a statement that the aqueous solutions of this product indicate corrosion behavior.  ","Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
95-80-7,"2,4-Toluenediamine",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10031-43-3,cupric nitrate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-83-0,4-chloro-o-phenylenediamine,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available. Melting point: >55degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-69-4,"Methane, trichlorofluoro-",Corrosive to metals,Classification not possible,-,-,-,"Although there is information that it corrodes metal under presence of moisture (solvents handbook (1994)), there is no data based on set test methods.","Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
74115-24-5,"3,6-Bis(2-chlorophenyl)-1,2,4,5-tetrazine; Clofentezine",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances with melting point of >55degC are not available. ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50512-35-1,"Diisopropyl 1,3-dithiolan-2-ylidenemalonate; isoprothiolane",Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
111872-58-3,2-(4-Bromodifluoromethoxyphenyl)-2-methylpropyl 3-phenoxybenzyl ether; Hhalfenprox,Corrosive to metals,Classification not possible,,,,Classification not possible due to lack of data. ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7790-94-5,Chlorosulfonic acid,Corrosive to metals,Category 1,"Corrosion
","Warning
",May be corrosive to metals,"UNRTDG is classified into 8 and I according to the UNRTDG No. (1754). Since NFPA (13th, 2002) had the description ""perform transportation with a glass bottles"", it was thought that corrosion behavior was strong and it was set as Category 1.","Jul. 24, 2006 (Environmental Hazards: Jan. 25, 2007)"
110-52-1,"1,4-Dibromobutane",Corrosive to metals,Classification not possible,,,,No data available ,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7487-94-7,Mercury dichloride,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
941-69-5,N-Phenylmaleimide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
126-99-8,Chloroprene,Corrosive to metals,Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7783-79-1,Selenium hexafluoride,Corrosive to metals,Classification not possible,-,-,-,"UNRTDG No. 2194, Subsidiary risks Class: 8.Test methods applicable to gaseous substances are not available.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
12079-65-1,tricarbonyl(eta-cyclopentadienyl)manganese,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1912-24-9,Atrazine,Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to solid substances are not available. Non-corrosive to metals (HSDB, 2004)","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
552-30-7,"1,2,4-Bbenzenetricarboxylic 1,2-anhydride",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7700-17-6,crotoxyphos,Corrosive to metals,Classification not possible,-,-,-,"Although HSDB (2002) has the description ""weak corrosion behavior is indicated,"" there is no test data. Since data is insufficient, it cannot be classified.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
15189-51-2,sodium tetrachloroaurate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12062-24-7,copper hexafluorosilicate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
608-73-1,BHC or HCH,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
155569-91-8,Emamectin benzoate ,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
944-22-9,fonofos,Corrosive to metals,Classification not possible,-,-,-,"Although the corrosion to steels is indicated (HSDB (2005)), since there are no other data, it cannot be classified.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
120-71-8,"Benzenamine, 2-methoxy-5methyl-",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-79-0,"2,2-Dichloropropionic acid",Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to solid substances are not available. Corrosive to Iron (Merck, 13th, 2001)","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
479-45-8,"N-methyl-N,2,4,6-tetranitroaniline",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
60-11-7,4-dimethylaminoazobenzene,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 23, 2006"
10326-27-9,"Barium chloride, dihydrate",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
12656-85-8,C.I. Pigment Red 104,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7446-08-4,Selenium dioxide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
119446-68-3,"1-({2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl}methyl)-1H-1,2,4-triazole",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 82.0-83.0degC (Agricultural Chemical Registration Data)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
51276-47-2,2-Amino-4-[hydroxy(methyl)phosphinoyl]butyric acid; Glufosinate,Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 215-218degC (ammonium salts) (Agricultural Chemical Registration Data), 229-231degC (free acid) (Merck (13th, 2001))). ","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-06-1,Acrylamide,Corrosive to metals,"Classification not possible
",,,,Test methods applicable to solid substances are not available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
40487-42-1,"N-(1-Ethylpropyl)-2,6-dinitro-3,4-xylidine; Pendimethalin",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 57.7-58.0degC (Agricultural Chemical Registration Data (2004)). ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
25103-58-6,tert-Dodecanethiol,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
ID410,Dichloropentafluoropropane; HCFC-225,Corrosive to metals,Classification not possible,,,,"Test methods applicable to gaseous substances are not available (boiling point: 51.1degC (3,3-dichloro-1,1,1,2,2-pentafluoropropane, HSDB (2006), test temperature: 55degC). As for the isomers with boiling point of >55degC, classification is not possible due to lack of data. 
","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
90-02-8,Salicylaldehyde,Corrosive to metals,Classification not possible,,,,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7723-14-0,Phosphorus,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 4.2,"Aug. 18, 2006 (Environmental Hazards: Mar. 23, 2006)"
74222-97-2,"methyl 2-[[[[(4,6-dimethyl-2-pyrimidinyl)amino]carbonyl]amino]sulphonyl]benzoate",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3648-21-3,Di-n-heptyl phthalate,Corrosive to metals,Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
334-88-3,diazomethane,Corrosive to metals,Classification not possible,-,-,-,Test methods are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
64741-88-4,"Distillates (petroleum), solvent-refined heavy paraffinic; Distillates (petroleum), solvent-refined light naphthenic; Lubricating oils (petroleum), C15-30, hydrotreated neutral oil-based; Lubricating oils (petroleum), C20-50, hydrotreated neutral oil-based; Petroleum; Paraffin oils",Corrosive to metals,Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
14808-60-7,Quartz,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
91-15-6,Phthalonitrile,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
7784-36-3,pentafluoroarsorane,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to gas substances are not available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-01-6,Trichloroethylene,Corrosive to metals,Not classified,,,,Classified into Division 6.1 (UN#1710) (UN Recommendations on the Transport of Dangerous Goods),"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
126-07-8,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
2312-76-7,"sodium 4,6-dinitro-o-cresolate",Corrosive to metals,Not classified,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
7778-44-1,calcium arsenate,Corrosive to metals,Classification not possible,-,-,-,"Although HSDB (2002) has the description ""corrosion behavior is slightly"", test methods suitable for a solids material are not established.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
13517-17-4,Disodium chromate decahydrate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
