CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
100-42-5,Styrene,Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though containing unsaturated bonds. Those containing stabilizers are classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#2055)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
106-51-4,p-benzoquinone,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
109-84-2,2-hydrazinoethanol,Self-reactive substances and mixtures,Not classified,-,-,-,"Although the grouping relevant to explosive (adjoining nitrogen atom) was included, the grouping relevant to autoreactive was not included. And it was thought that there was no autoreactive taking into consideration uses (agricultural chemicals, the antioxidant of oil and fats, etc.), and it was classified as outside of Category.","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
4554-16-9,"2,3-dibromopropiononitrile",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
88-72-2,2-Nitrotoluene,Self-reactive substances and mixtures,Not classified,-,-,-,Classified in UNRTDG Class: 6.1,"Sep. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
29973-13-5,ethiofencarb,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
115-32-2,"2,2,2-trichloro-1,1-bis(4-chlorophenyl)ethanol",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
1587-41-3,Dichlorodinitromethane,Self-reactive substances and mixtures,Not classified,-,-,-,"Although the atomic team relevant to explosive (N-O) was included, the atomic team relevant to autoreactive was not included and it was used as pesticide (soil pesticide). So it was considered autoreactive and was made into the outside of Category.","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
58011-68-0,"4-(2,4-dichlorobenzoyl)-1,3-dimethyl-5-pyrazolyl 4-toluenesulfonate",Self-reactive substances and mixtures,Classification not possible,,,,"Classification not possible due to lack of data, though being sulfonyls, containing chemical groups with self-reactive properties. ","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
99-08-1,"Toluene, 3-nitro-",Self-reactive substances and mixtures,Not classified,-,-,-,Classified in UNRTDG Class: 6.1,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
107-19-7,2-Propyn-1-ol,Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
14484-64-1,ferbam,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
112-30-1,Decan-1-ol,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
95-31-8,N-(tert-Butyl)-2-benzothiazolesulfenamide,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
51218-45-2,2-chloro-2'-ethyl-N-(2-methoxy-1-methylethyl)-6'-methylacetanilide,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
124-43-6,hydrogen peroxide--urea,Self-reactive substances and mixtures,Not applicable,-,-,-,Classified in oxidizing solids,"Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
84-15-1,"1,1':2',1''-Terphenyl",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
68955-20-4,Sodium alkyl(C16-18) sulfate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
108-91-8,Cyclohexylamine,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2238-07-5,"2,2'-[oxybis(methylene)]bisoxirane",Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
7783-00-8,Selenious acid,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7784-40-9,lead hydrogen arsenate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
2605-44-9,cadmium dilaurate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
92-84-2,10H-Phenothiazine,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
13755-29-8,sodium tetrafluoroborate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2465-27-2,"4,4'-carbonimidoylbis(N,N-dimethylaniline) monohydrochloride",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Feb. 10, 2006)"
3268-49-3,3-(Methylsulfanyl)propanal,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,2009.3.31
765-34-4,"2,3-epoxypropionaldehyde",Self-reactive substances and mixtures,Not classified,-,-,-,"Not classified based on UNRTDG Class: 3, though containing distorted ring (epoxide groups) as chemical groups associated with self-reactive properties present","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-80-6,barium di(acetate),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
2040-52-0,thorium dioxalate,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
117-84-0,Di-n-octyl phthalate,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
115-29-7,Endosulfan,Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7775-09-9,Sodium chlorate,Self-reactive substances and mixtures,Not applicable,-,-,-,Classified in oxidizing solids,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
79-00-5,"1,1,2-Trichloroethane",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1321-74-0,"Benzene, diethenyl-",Self-reactive substances and mixtures,Type G,-,-,-,Although the grouping relevant to autoreactive was included in the molecule but includes a polymerization inhibitors are does not polymerize in room temperatures. So it was taken as Type G.    ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
333-29-9,Phosfolan,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID420,Dibromotetrafluoroethane; Halone-2402,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
68308-34-9,Shale oils,Self-reactive substances and mixtures,Not classified,-,-,-,"UNRTDG No. 288 (SHALE OIL), Class: 3; PG II or III","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-23-1,"1,3-Dichloro-2-propanol",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties  ,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7775-14-6,Sodium dithionite,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 23, 2006"
7722-84-1,Hydrogen peroxide,Self-reactive substances and mixtures,Not classified,-,-,-,"Not classified based on UNRTDG Class: 5.1, Subsidiary risks Class: 8, though containing -O-O- bonds as chemical groups associated with explosive properties present","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
646-06-0,"1,3-Dioxolane",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
103-69-5,N-Ethylaniline,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
62850-32-2,"S-4-phenoxybutyl N,N-dimethylthiocarbamate",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
39515-40-7,"alpha-cyano-3-phenoxybenzyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
119-90-4,"3,3'-dimethoxybenzidine",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 23, 2006"
141-78-6,Ethyl acetate,Self-reactive substances and mixtures,Not classified,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Aug. 18, 2006 (Environmental Hazards: Feb. 10, 2006)"
107-18-6,Allyl alcohol,Self-reactive substances and mixtures,Not classified,,,,Classified into Class 3 and Division 6.1 (UN#2023) (UN Recommendations on the Transport of Dangerous Goods).,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
58-89-9,Lindane,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
3452-97-9,"3,5,5-Trimethyl-1-hexanol",Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties  ,"Jun. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
71-36-3,1-Butanol,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
1309-64-4,Diantimony trioxide,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties,"Apr. 20, 2006 (Environmental Hazards: Jun. 20, 2006)"
598-20-9,"1,2-Dibromo-1-chloroethane",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1335-85-9,Dinitro-2-methylphenol ,Self-reactive substances and mixtures,Not classified,-,-,-,"Although the grouping (N-O) relevant to explosive is included, the grouping relevant to autoreactive is not included. UNRTDG is classified into 6.1 and II according to the U.N. number (1598) peculiar to a substance. The UN number and UNRTDG did not correspond to an autoreactive chemicals, and was set as outside of Category.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
1336-36-3,PCB 1254; polychlorobiphenyl; Chlorodiphenyl (42% chlorine),Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1634-04-4,Methyl t-butyl ether,Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
69094-18-4,"2,2-dibromo-2-nitroethanol",Self-reactive substances and mixtures,,,,,0.0,2008.02.25
7790-84-3,"Sulfuric acid, cadmium salt(1:1), hydrate (8/3)",Self-reactive substances and mixtures,Not applicable,-,-,-,There are no chemical groups associated with explosive or self-reactive properties present in the molecule.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
55814-41-0,2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,Self-reactive substances and mixtures,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
25154-52-3,Nonylphenol,Self-reactive substances and mixtures,Not applicable,,,,Containing no chemical groups with explosive or self-reactive properties ,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
